Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
37.0,4.7,17.426228,78.407495,17.446228,78.427495,30-03-2022,09:50,10:05,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,18
25.0,4.5,18.592718,73.773572,18.652718,73.833572,15-03-2022,23:55,24:10:00,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17
32.0,4.4,17.41233,78.449654,17.49233,78.529654,02-04-2022,20:55,21:05,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,44
28.0,4.8,22.32,73.17,22.43,73.28,04-03-2022,19:20,19:35,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,26
31.0,3.6,0.0,0.0,0.11,0.11,14-03-2022,23:20,23:25,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,37
20.0,4.7,21.175975,72.795503,21.305975,72.925503,31-03-2022,21:40,21:45,Cloudy,Jam,1,Meal,motorcycle,1.0,Yes,Metropolitian,44
38.0,3.5,12.304569,76.643622,12.434569,76.773622,18-03-2022,21:50,22:05,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32
36.0,4.5,22.732225,75.874765,22.762225,75.904765,21-03-2022,23:10,23:20,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19
38.0,4.8,0.0,0.0,0.08,0.08,12-03-2022,22:15,22:30,Sandstorms,Low,1,Buffet,scooter,0.0,No,Urban,20
34.0,3.5,22.31279,73.170283,22.40279,73.260283,14-03-2022,23:30,23:45,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32
36.0,4.1,12.323225,76.630028,12.453225,76.760028,04-03-2022,18:50,0.791666667,Stormy,Medium,2,Meal,scooter,2.0,No,Metropolitian,38
36.0,4.5,26.956431,75.776649,27.016431,75.836649,09-03-2022,22:40,22:45,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,30
28.0,4.9,21.157735,72.768778,21.247735,72.858778,27-03-2022,21:25,21:40,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25
26.0,4.7,26.479108,80.315042,26.619108,80.455042,16-02-2022,21:10,21:20,Cloudy,Jam,1,Buffet,motorcycle,1.0,Yes,Metropolitian,43
23.0,4.6,18.539299,73.897902,18.599299,73.957902,01-03-2022,0.791666667,19:10,Stormy,Medium,2,Snack,scooter,0.0,No,Urban,28
33.0,4.2,18.539299,73.897902,18.619299,73.977902,16-03-2022,17:15,17:25,Cloudy,Medium,1,Drinks,scooter,2.0,No,Urban,42
25.0,4.6,22.725748,75.898497,22.835748,76.008497,18-03-2022,17:35,17:50,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,19
28.0,4.5,9.985697,76.281128,10.035697,76.331128,15-02-2022,22:20,22:30,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,12
35.0,3.8,0.0,0.0,0.11,0.11,02-03-2022,18:10,18:20,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,35
30.0,4.2,13.005801,80.250744,13.135801,80.380744,14-03-2022,18:50,0.791666667,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,47
22.0,4.7,13.022394,80.242439,13.042394,80.262439,24-03-2022,08:50,0.375,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,14
33.0,3.5,21.149569,72.772697,21.279569,72.902697,20-03-2022,19:40,19:50,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,43
24.0,4.7,22.761593,75.886362,22.771593,75.896362,03-04-2022,08:20,08:25,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,18
38.0,4.9,23.211529,77.419399,23.221529,77.429399,15-02-2022,11:35,11:50,Sunny,High,1,Snack,motorcycle,1.0,No,Metropolitian,20
29.0,5.0,19.221315,72.862381,19.241315,72.882381,24-03-2022,08:15,08:20,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21
34.0,3.8,18.546258,73.904337,18.656258,74.014337,10-03-2022,18:40,18:55,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,31
25.0,4.9,0.0,0.0,0.13,0.13,04-04-2022,0.916666667,22:10,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,12
39.0,4.6,0.0,0.0,0.06,0.06,28-03-2022,17:25,17:35,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,25
21.0,4.6,23.359407,85.325055,23.369407,85.335055,01-03-2022,08:25,08:35,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,11
29.0,4.6,26.911927,75.797282,26.931927,75.817282,26-03-2022,08:55,09:05,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17
28.0,4.6,23.416792,85.316842,23.496792,85.396842,06-04-2022,0.75,18:15,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,33
34.0,4.9,12.972532,77.608179,13.082532,77.718179,04-04-2022,18:30,18:35,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35
32.0,4.6,12.975377,77.696664,12.995377,77.716664,09-03-2022,09:40,09:55,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,26
37.0,4.1,17.455894,78.375467,17.535894,78.455467,31-03-2022,0.875,21:05,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,36
25.0,4.8,10.96185,76.971082,11.05185,77.061082,25-03-2022,22:35,22:50,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,28
24.0,5.0,27.165108,78.015053,27.245108,78.095053,16-02-2022,20:45,0.875,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,38
20.0,4.7,22.32,73.17,22.35,73.2,09-03-2022,18:35,18:50,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,21
25.0,5.0,22.514119,88.362504,22.564119,88.412504,15-02-2022,20:10,20:20,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,23
20.0,4.6,12.323225,76.630028,12.343225,76.650028,07-03-2022,10:20,10:30,Fog,Low,1,Meal,scooter,1.0,No,Urban,10
20.0,5.0,12.939496,77.625999,12.959496,77.645999,01-03-2022,08:30,08:45,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,18
25.0,4.7,22.695207,75.866059,22.705207,75.876059,21-03-2022,10:50,11:05,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,12
36.0,4.8,22.760072,75.892574,22.810072,75.942574,15-03-2022,19:30,19:35,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,16
29.0,4.2,12.935662,77.61413,12.955662,77.63413,03-04-2022,09:20,09:30,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,21
23.0,4.9,26.905287,75.794592,26.975287,75.864592,27-03-2022,22:30,22:45,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,22
,,21.170798,72.790489,21.280798,72.900489,06-03-2022,,0.833333333,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29
34.0,4.5,0.0,0.0,0.13,0.13,23-03-2022,21:50,0.916666667,Sandstorms,Jam,2,Drinks,scooter,2.0,No,Metropolitian,35
35.0,5.0,12.979096,77.640625,13.019096,77.680625,21-03-2022,13:45,13:55,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,26
30.0,4.2,21.157735,72.768778,21.217735,72.828778,26-03-2022,0.875,21:10,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34
34.0,4.0,23.374878,85.335739,23.434878,85.395739,05-03-2022,19:35,19:45,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,39
31.0,4.1,21.175975,72.795503,21.225975,72.845503,26-03-2022,18:45,0.791666667,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34
21.0,4.7,18.539299,73.897902,18.559299,73.917902,28-03-2022,11:10,11:20,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,38
33.0,5.0,22.311358,73.164798,22.381358,73.234798,25-03-2022,18:15,18:20,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,31
33.0,4.6,0.0,0.0,0.13,0.13,12-03-2022,20:30,20:45,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,20
21.0,4.5,30.914057,75.83982,30.964057,75.88982,13-02-2022,21:40,21:45,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21
33.0,4.7,18.51421,73.838429,18.52421,73.848429,01-03-2022,09:20,09:25,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,26
29.0,4.0,22.751857,75.866699,22.831857,75.946699,02-04-2022,17:30,17:40,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,34
29.0,4.7,26.913483,75.803139,26.983483,75.873139,04-04-2022,20:20,20:35,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,41
23.0,4.7,22.732225,75.874765,22.742225,75.884765,15-03-2022,08:30,08:40,Windy,Low,2,Snack,electric_scooter,1.0,No,Urban,19
39.0,3.9,21.173343,72.792731,21.253343,72.872731,25-03-2022,20:10,20:25,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,36
33.0,4.6,26.905287,75.794592,26.935287,75.824592,13-03-2022,18:40,18:45,Cloudy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,18
38.0,4.8,25.453436,81.833167,25.483436,81.863167,13-02-2022,1,24:05:00,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,28
30.0,3.8,0.0,0.0,0.13,0.13,02-04-2022,19:15,19:25,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,39
28.0,5.0,19.131141,72.813074,19.21114,72.893074,10-03-2022,18:40,18:45,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,33
20.0,4.6,23.354422,85.3329,23.404422,85.3829,03-03-2022,19:30,19:45,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29
38.0,4.0,26.90294,75.793007,26.97294,75.863007,14-03-2022,21:30,21:40,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,45
28.0,4.9,15.56155,73.749092,15.60155,73.789092,15-02-2022,13:25,13:35,Sandstorms,High,2,Buffet,electric_scooter,0.0,No,Urban,12
39.0,5.0,0.0,0.0,0.11,0.11,14-03-2022,1,24:15:00,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,27
21.0,4.9,0.0,0.0,0.07,0.07,04-04-2022,20:10,20:15,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,23
37.0,4.8,13.027018,80.254791,13.057018,80.284791,30-03-2022,20:15,20:25,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46
31.0,4.0,30.335259,78.053162,30.345259,78.063162,13-02-2022,11:25,11:40,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,38
21.0,4.9,22.751857,75.866699,22.881857,75.996699,25-03-2022,18:50,0.791666667,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Urban,15
31.0,4.4,18.546947,73.900626,18.636947,73.990626,29-03-2022,20:15,20:25,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46
28.0,4.8,26.482419,80.320939,26.512419,80.350939,13-02-2022,18:35,18:45,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,17
29.0,4.8,26.463504,80.372929,26.593504,80.502929,12-02-2022,20:25,20:35,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,28
34.0,4.7,26.956431,75.776649,26.976431,75.796649,03-03-2022,11:30,11:45,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,26
32.0,4.7,19.120083,72.907385,19.210083,72.997385,02-03-2022,23:50,1,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,29
28.0,4.6,13.066762,80.251865,13.106762,80.291865,09-03-2022,13:25,13:35,Cloudy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,22
36.0,3.7,0.0,0.0,0.11,0.11,06-03-2022,20:50,20:55,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,41
23.0,5.0,13.026279,80.174568,13.106279,80.254568,29-03-2022,17:40,17:45,Cloudy,Medium,0,Drinks,motorcycle,1.0,Yes,Metropolitian,44
25.0,4.8,21.170798,72.790489,21.250798,72.870489,20-03-2022,19:55,0.833333333,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,41
20.0,4.5,12.933298,77.614293,12.973298,77.654293,01-03-2022,15:20,15:30,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26
35.0,4.8,30.328174,78.049117,30.408174,78.129117,16-02-2022,19:20,19:30,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40
20.0,4.9,0.0,0.0,0.07,0.07,31-03-2022,22:10,22:15,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,29
39.0,4.6,23.235123,77.398886,23.365123,77.528886,18-02-2022,21:10,21:15,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,48
39.0,4.7,22.761593,75.886362,22.841593,75.966362,14-03-2022,17:55,0.75,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,24
28.0,4.5,18.554382,73.798206,18.574382,73.818206,03-04-2022,11:20,11:35,Windy,High,1,Buffet,scooter,1.0,No,Urban,13
26.0,4.9,11.024839,77.007003,11.094839,77.077003,29-03-2022,0.875,21:10,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,30
38.0,4.3,23.351489,85.324253,23.401489,85.374253,07-03-2022,22:40,22:55,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28
34.0,4.7,18.927584,72.832585,18.967584,72.872585,01-04-2022,14:20,14:35,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,24
39.0,4.1,12.933298,77.614293,13.043298,77.724293,12-03-2022,21:30,21:35,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39
35.0,4.7,13.066762,80.251865,13.126762,80.311865,09-03-2022,20:25,20:30,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24
28.0,4.8,13.066762,80.251865,13.156762,80.341865,23-03-2022,18:30,18:40,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Urban,18
36.0,4.8,17.440827,78.393391,17.510827,78.463391,02-04-2022,19:25,19:35,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29
,,18.546258,73.904337,18.656258,74.014337,16-03-2022,23:10,23:25,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,16
20.0,4.8,12.939496,77.625999,12.989496,77.675999,26-03-2022,23:10,23:15,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15
31.0,4.5,22.74806,75.8934,22.85806,76.0034,20-03-2022,20:25,20:30,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,44
22.0,4.6,17.483216,78.552111,17.573216,78.642111,20-03-2022,22:40,22:45,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,23
35.0,3.5,22.722634,75.886959,22.812634,75.976959,18-03-2022,21:50,21:55,Windy,Jam,1,Drinks,motorcycle,1.0,No,Urban,34
34.0,4.9,12.326356,76.619103,12.396356,76.689103,04-03-2022,18:50,18:55,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,36
24.0,4.9,21.170798,72.790489,21.300798,72.920489,04-04-2022,19:20,19:35,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,24
20.0,4.7,19.879631,75.323403,19.889631,75.333403,11-02-2022,11:40,11:50,Fog,High,1,Snack,motorcycle,0.0,No,Urban,21
25.0,4.9,21.157735,72.768778,21.197735,72.808778,13-03-2022,13:10,13:25,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,23
35.0,4.6,0.0,0.0,0.11,0.11,06-03-2022,23:55,24:10:00,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,28
31.0,4.7,13.086438,80.220672,13.156439,80.290672,29-03-2022,23:10,23:20,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Urban,27
36.0,4.1,12.311072,76.654878,12.421072,76.764878,31-03-2022,21:50,21:55,Windy,Jam,0,Snack,motorcycle,2.0,Yes,,52
25.0,4.9,21.175104,72.804342,21.185104,72.814342,26-03-2022,08:45,08:55,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,15
32.0,4.9,12.949934,77.699386,12.959934,77.709386,05-04-2022,09:10,09:15,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19
32.0,4.9,19.103249,72.846749,19.113249,72.856749,07-03-2022,08:50,09:05,Stormy,Low,1,Drinks,motorcycle,,No,Metropolitian,26
21.0,4.7,19.120083,72.907385,19.230083,73.017385,20-03-2022,22:55,23:05,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19
30.0,4.4,11.022169,76.999594,11.092169,77.069594,14-03-2022,17:15,17:30,Fog,Medium,1,Buffet,scooter,2.0,No,Metropolitian,38
37.0,4.2,26.90519,75.810753,26.95519,75.860753,17-03-2022,18:15,18:25,Stormy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,34
33.0,4.9,0.0,0.0,0.09,0.09,02-04-2022,18:45,18:55,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,23
32.0,4.9,21.175975,72.795503,21.285975,72.905503,23-03-2022,22:50,22:55,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,29
28.0,4.9,26.910262,75.783013,26.960262,75.833013,30-03-2022,17:35,17:50,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,19
33.0,4.9,10.006881,76.345397,10.096881,76.435397,18-02-2022,23:35,23:40,Stormy,Low,1,Buffet,motorcycle,,No,Metropolitian,29
30.0,4.8,12.299524,76.64262,12.319524,76.66262,11-03-2022,09:55,0.416666667,Fog,Low,2,Buffet,scooter,1.0,No,Urban,19
20.0,4.9,12.337928,76.617889,12.397928,76.677889,11-03-2022,22:30,22:40,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,18
36.0,4.9,26.846156,75.8023,26.856156,75.8123,17-03-2022,11:40,11:55,Cloudy,High,0,Snack,motorcycle,0.0,No,Urban,25
32.0,4.3,26.766536,75.837333,26.776536,75.847333,24-03-2022,08:40,08:45,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24
24.0,4.8,22.751857,75.866699,22.821857,75.936699,06-04-2022,19:15,19:20,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,28
21.0,4.6,9.957144,76.296783,10.037144,76.376783,12-02-2022,21:30,21:35,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34
20.0,4.3,22.75004,75.902847,22.83004,75.982847,27-03-2022,17:55,18:05,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,35
36.0,4.3,26.913726,75.75282,26.953726,75.792821,21-03-2022,15:15,15:25,Windy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,35
28.0,5.0,18.546947,73.900626,18.656947,74.010626,29-03-2022,22:55,23:05,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,23
33.0,4.2,26.492106,80.327797,26.552106,80.387797,13-02-2022,20:40,20:55,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40
38.0,4.4,22.651847,75.881991,22.731847,75.961991,31-03-2022,18:10,18:20,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,38
25.0,5.0,22.722634,75.886959,22.852634,76.016959,25-03-2022,19:40,19:55,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,18
27.0,4.5,21.157729,72.768726,21.207729,72.818726,01-03-2022,17:25,17:30,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,21
21.0,4.8,22.761226,75.887522,22.771226,75.897522,21-03-2022,10:20,10:30,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,18
26.0,4.7,22.311603,73.165012,22.381603,73.235012,18-03-2022,19:10,19:25,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,19
21.0,4.4,13.044694,80.26147,13.054694,80.27147,05-03-2022,09:10,09:15,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24
30.0,3.6,17.41233,78.449654,17.54233,78.579654,31-03-2022,17:15,17:20,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,33
22.0,4.9,19.003517,72.82765,19.073517,72.89765,31-03-2022,23:40,23:50,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,16
30.0,4.6,-10.027014,76.308053,10.057014,76.338053,13-02-2022,21:25,21:30,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,27
22.0,4.8,18.530963,73.828972,18.600963,73.898972,25-03-2022,21:30,21:35,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,32
29.0,4.9,12.297954,76.665169,12.357954,76.725169,26-03-2022,22:15,22:25,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,12
38.0,4.8,26.914142,75.805704,26.934142,75.825704,05-03-2022,10:55,0.458333333,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20
32.0,5.0,12.972793,80.249982,13.012793,80.289982,30-03-2022,16:50,17:05,Fog,Medium,2,Meal,motorcycle,1.0,No,,18
20.0,4.8,0.0,0.0,0.01,0.01,05-04-2022,10:50,11:05,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17
22.0,4.7,12.972793,80.249982,13.022793,80.299982,11-03-2022,21:20,21:35,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,20
31.0,4.0,0.0,0.0,0.06,0.06,21-03-2022,17:50,18:05,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,34
33.0,5.0,12.933284,77.615428,12.953284,77.635428,21-03-2022,0.375,09:10,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25
30.0,4.9,19.874103,75.368419,19.924103,75.418419,17-02-2022,20:30,20:40,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,17
28.0,4.8,11.016298,76.972076,11.096298,77.052076,29-03-2022,21:40,21:55,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,26
39.0,4.6,21.149834,72.778666,21.239834,72.868666,08-03-2022,19:35,19:50,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,28
36.0,4.8,12.906229,77.596791,12.946229,77.636791,05-04-2022,13:40,13:55,Stormy,High,2,Buffet,scooter,0.0,No,Metropolitian,26
35.0,4.6,0.0,0.0,0.05,0.05,13-02-2022,19:35,19:40,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,29
27.0,4.6,27.161661,78.011544,27.291661,78.141544,12-02-2022,17:10,17:20,Cloudy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,29
31.0,4.5,11.025083,77.015393,11.135083,77.125393,06-04-2022,18:45,18:55,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,25
24.0,4.9,0.0,0.0,0.02,0.02,11-02-2022,09:20,09:35,Sunny,Low,2,Drinks,scooter,0.0,No,Urban,21
35.0,4.9,12.939496,77.625999,12.979496,77.665999,03-03-2022,14:50,15:05,Cloudy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,27
32.0,4.6,25.457116,81.859682,25.567116,81.969682,16-02-2022,19:35,19:45,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,40
35.0,3.6,13.029198,77.570997,13.139198,77.680997,06-03-2022,19:20,19:35,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,37
31.0,4.6,21.160522,72.771477,21.190522,72.801477,07-03-2022,22:55,23:10,Fog,Low,2,Drinks,motorcycle,1.0,No,Urban,19
26.0,4.3,19.121999,72.908493,19.131999,72.918493,05-04-2022,10:40,10:55,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25
,,11.025083,77.015393,11.055083,77.045393,03-03-2022,,17:15,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,16
31.0,4.4,25.449872,81.836167,25.499872,81.886167,11-02-2022,23:55,24:10:00,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,24
20.0,4.5,0.0,0.0,0.01,0.01,13-02-2022,0.5,12:15,Sunny,High,1,Drinks,scooter,1.0,No,Urban,15
31.0,4.0,22.311358,73.164798,22.421358,73.274798,02-04-2022,19:20,19:35,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,47
25.0,5.0,13.049645,80.242268,13.119645,80.312268,08-03-2022,17:45,17:55,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,21
27.0,4.9,12.316967,76.603067,12.396967,76.683067,04-04-2022,22:15,22:25,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,13
26.0,3.4,17.431668,78.408321,17.561668,78.538321,04-03-2022,22:35,22:50,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,41
34.0,3.9,22.307898,73.167788,22.377898,73.237788,10-03-2022,19:40,19:55,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,31
20.0,4.0,26.913726,75.75282,26.983726,75.82282,20-03-2022,18:10,18:25,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33
28.0,4.9,23.355164,85.324097,23.415164,85.384097,24-03-2022,23:25,23:40,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,24
29.0,4.4,13.086438,80.220672,13.126439,80.260672,17-03-2022,13:50,13:55,Sunny,High,0,Meal,motorcycle,1.0,No,,48
38.0,4.9,18.636215,73.751081,18.726215,73.841081,04-04-2022,18:20,18:35,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,23
38.0,4.8,12.326356,76.619103,12.386356,76.679103,13-03-2022,17:40,17:45,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,33
20.0,4.6,22.32,73.17,22.45,73.3,10-03-2022,19:30,19:40,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30
33.0,4.6,19.875522,75.367127,19.985522,75.477127,12-02-2022,23:20,23:35,Stormy,Low,2,Snack,scooter,0.0,No,Urban,17
25.0,4.7,22.761593,75.886362,22.771593,75.896362,05-04-2022,11:30,11:40,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,28
34.0,4.5,18.592718,73.773572,18.662718,73.843572,06-03-2022,23:30,23:35,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,24
30.0,4.6,12.949934,77.699386,13.079934,77.829386,02-04-2022,21:50,21:55,Stormy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,26
32.0,4.5,17.450851,78.379347,17.520851,78.449347,10-03-2022,0.833333333,20:15,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,49
27.0,4.5,23.359194,85.325447,23.449194,85.415447,31-03-2022,21:50,21:55,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,18
26.0,4.8,11.003681,76.975525,11.023681,76.995525,11-03-2022,10:40,10:50,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,21
25.0,5.0,22.732225,75.874765,22.862225,76.004765,02-03-2022,19:50,20:05,Windy,Jam,2,Snack,scooter,0.0,No,Urban,18
36.0,4.7,15.585658,73.743606,15.635658,73.793606,13-02-2022,22:40,22:45,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,28
